conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1894167974312870014,Tue Feb 25 07:40:28 +0000 2025,594,@tanyarlfes Akhir2 ini nemu banyak post jelekin sesuatu di jepang dan kok rata2 di akun fess apa ini mau menjatuhkan pergerakan #KaburAjaDulu ke jepang dan sikap pemerintah jepang yang welcome ke WNI?,1894291357784838367,,tanyarlfes,in,,18,50,25,https://x.com/gb_sleepy/status/1894291357784838367,60553785,gb_sleepy
1894189760861925646,Tue Feb 25 00:56:45 +0000 2025,409,Nganter Kakak #KaburAjaDulu lanjutin studinya. Alhamdulillah dapat Honours in Psychology program 1 tahun full time setelah bachelor. Go and pursue your dreams Kakaak!,1894189760861925646,https://pbs.twimg.com/ext_tw_video_thumb/1894189586563145728/pu/img/8I1SIQJ4WP8tgyGz.jpg,,in,"Jakarta Selatan, DKI Jakarta",3,14,14,https://x.com/ismailfahmi/status/1894189760861925646,34075325,ismailfahmi
1893995541601616036,Mon Feb 24 12:05:00 +0000 2025,131,Mulyono pemilik Indonesia kita ngontrak. #IndonesiaGelap #KaburAjaDulu,1893995541601616036,https://pbs.twimg.com/media/GkiNuljawAAAjkc.jpg,,in,,7,24,67,https://x.com/Y_Radianto/status/1893995541601616036,1529772993530167297,Y_Radianto
1893992370661703791,Mon Feb 24 11:52:24 +0000 2025,30,#KaburAjaDulu Anak muda bagi-bagi susu aja ya dek ya #IndonesiaGelap,1893992370661703791,https://pbs.twimg.com/ext_tw_video_thumb/1893988193650774016/pu/img/gGwbd6LTKPb4UvKp.jpg,,in,Seberang Rumah Pak Lurah,0,13,2,https://x.com/AlnilamOmar/status/1893992370661703791,1649686141757722626,AlnilamOmar
1893964067511099461,Mon Feb 24 09:59:56 +0000 2025,227,Duta Besar Jepang Menyambut baik trend tagar #KaburAjaDulu dapat lampu ijo nih,1893964067511099461,https://pbs.twimg.com/ext_tw_video_thumb/1893963880079966208/pu/img/1KMtmJSubHeMpASh.jpg,,in,Bdg,0,226,2,https://x.com/dimasdimm_/status/1893964067511099461,1212075417466621952,dimasdimm_
1893931207953350687,Mon Feb 24 07:49:22 +0000 2025,536,Foto kemarin sore. POV versi Nordic untuk yg pengen #KaburAjaDulu Semoga Tuhan mengabulkan secepatnya. Amin,1893931207953350687,https://pbs.twimg.com/media/GkiYY60WUAAm0Ho.jpg,,in,"Tromsø, Norway",8,33,105,https://x.com/rykarlsen/status/1893931207953350687,165094284,rykarlsen
1893914172406042845,Mon Feb 24 06:41:40 +0000 2025,22,galau hari terakhir sebelum #KaburAjaDulu,1893914172406042845,https://pbs.twimg.com/amplify_video_thumb/1893914053225205760/img/LfrtusxYyfO-oIKW.jpg,,in,"Warsaw, Poland",1,24,0,https://x.com/imdinoz/status/1893914172406042845,1544130046159269888,imdinoz
1893858887675113630,Mon Feb 24 03:01:59 +0000 2025,91,Yang mau #KaburAjaDulu monggo melamar jadi dosen di ANU,1893858887675113630,,,in,"Melbourne, Victoria",1,17,17,https://x.com/na_dirs/status/1893858887675113630,3895489933,na_dirs
1893854383533658471,Mon Feb 24 02:44:05 +0000 2025,1750,Cimut lagi siap-siap #KaburAjaDulu,1893854383533658471,https://pbs.twimg.com/media/GkhShP3WEAAgO34.jpg,,in,Jakarta Capital Region,5,21,121,https://x.com/ceritadungimut/status/1893854383533658471,1533380464311799808,ceritadungimut
1893842692540649746,Mon Feb 24 01:57:38 +0000 2025,258,Geli tapi Nyesek itu adalah... Ketika org yg diduga pernah bermasalah dg hukum ditunjuk sebagai nahkoda badan usaha milik negara yg akan mengelola keuangan sebesar 14 RB T.... Danantara oh Danantara ... #IndonesiaGelap #KaburAjaDulu #PeringatanDarurat @WagimanDeep212_,1893842692540649746,https://pbs.twimg.com/media/GkhH4u9b0AAToOZ.jpg,,in,,4,45,170,https://x.com/AntoniusCDN/status/1893842692540649746,4184979312,AntoniusCDN
1893614484633309253,Sun Feb 23 10:50:49 +0000 2025,2614,THP gw 8.5 jt. Tuh udah gw buka. Udah include full tukin ama full tunjangan termasuk uang makan. Yes bini gue ASN jg kelas jabatan sama. Total penerimaan keluarga di 16-17 jutaan. Dan gue pengen #KaburAjaDulu. Gue ga masalah pemasukan turun ke 10 jt asal di luar negeri.,1893614484633309253,,,in,Rent Free in Your Mind,140,135,305,https://x.com/MorphoMenelausX/status/1893614484633309253,1397729807564111873,MorphoMenelausX
1893525037371580677,Sun Feb 23 04:55:23 +0000 2025,635,Alhamdulillah akhirnya satu lagi milestone kedua kakak adik ini terlalui. No cumlaude no problem. Di rumah saya jadi minoritas sekarang. 1 ITB vs 3 UI. Setelah ini mereka akan #KaburAjaDulu lagi. Mumpung ada opportunity. ️️,1893525037371580677,https://pbs.twimg.com/media/Gkcm_EXXgAAKOl1.jpg,,in,"Jakarta Selatan, DKI Jakarta",8,45,33,https://x.com/ismailfahmi/status/1893525037371580677,34075325,ismailfahmi
1893450722588664240,Sun Feb 23 00:00:05 +0000 2025,15619,(Thread) Selamat pagi teman2. Memenuhi janji dan menyambung serial tweet #KaburAjaDulu kemarin ttg kita butuh lebih banyak orang Indonesia yg berkiprah di luar negeri izinkan kali ini saya ingin diskusi sedikit ttg diaspora &amp; crab mentality. Jadi begini...,1893450722588664240,,,in,Indonesia,145,102,3245,https://x.com/aniesbaswedan/status/1893450722588664240,110312278,aniesbaswedan
1893259656111305164,Sat Feb 22 11:20:51 +0000 2025,82,Katanya Jepang negara maju katanya kalo mau #KaburAjaDulu ke Jepang aja tapi ini malah banyak homeless gini tengah malam,1893259656111305164,https://pbs.twimg.com/ext_tw_video_thumb/1893259494219501568/pu/img/7eGaKGBx1GAsADGR.jpg,,in,imamnya @tucarino_,8,38,12,https://x.com/KemenperinRI/status/1893259656111305164,1030789552867139584,KemenperinRI
1893250079051354135,Sat Feb 22 10:42:48 +0000 2025,329,Nggak semua polisi itu jelek kok #KaburAjaDulu #sukatani,1893250079051354135,https://pbs.twimg.com/amplify_video_thumb/1893249987322028032/img/rvaYRr85CsFARsw2.jpg,,in,"Ishikawa-ken, Japan",10,71,94,https://x.com/kanankiriwow/status/1893250079051354135,203451263,kanankiriwow
1893186427145298265,Sat Feb 22 06:29:52 +0000 2025,716,3 Langkah #KaburAjaDulu buat kamu yang mau berkarir ke Luar Negeri biar cepet kaya! 1. Kerja di Luar Negeri &amp; dapet Gaji Gede 2. Uangnya ditabung 3. Buka bisnis deh di Indonesia Hayo siapa yang punya dream plan kaya gini?,1893186427145298265,,,in,"DKI Jakarta, Indonesia",4,544,30,https://x.com/UJunami/status/1893186427145298265,1376555310,UJunami
